Action,Item Code,Title,Short Desc,Long Desc,Taxable,Ship Type,List Price,Price,Start Date,Long Desc 2,Long Desc 3,Long Desc 4,Long Desc 5,Manufacturer,MFG Part Number,Sort Hint,Onsale Image,Status,Available,Hide in Search,In Stock,Product Weight,Weight Unit,Product length,Product width,Product height,Dimension unit,Cost,Meta Keywords,Meta Description,Page Title,Notes for Catalog Designer,Preorder Item,Large Image,Large Image2,Large Image3,Large Image4,Large Image5,Item Image,Item Image2,Item Image3,Item Image4,Item Image5,Thumbnail Image,Thumbnail Image2,Thumbnail Image3,Thumbnail Image4,Thumbnail Image5,Small Image,Small Image2,Small Image3,Small Image4,Small Image5,Parent Item Code,Display Using Template,Availability Date,SeoURL,Bread Crumb Category,UPC,Item Type,Item Theme
add/edit,75086,Bestway 75086 inflatable lounge chair Grey Translucent,"Bestway 75086, Grey,Translucent, PVC, 7 colours, 970 mm, 710 mm, 1020 mm","Bestway 75086, Grey,Translucent, PVC, 7 colours, 970 mm, 710 mm, 1020 mm",Yes,,72.0,70.0,08/04/2020,,,,,,,,,Product is Complete,Yes,No,Yes,0.0,lb,0.0,0.0,0.0,inch,0.0,"Bestway 75086 inflatable lounge chair Grey,Translucent","Bestway 75086, Grey,Translucent, PVC, 7 colours, 970 mm, 710 mm, 1020 mm",Bestway 75086 inflatable lounge chair Grey Translucent,,No,/20210219712/assets/items/largeimages/75086.jpg,,,,,/20210219712/assets/items/images/75086.jpg,,,,,/20210219712/assets/items/thumbnails/75086.jpg,,,,,/20210219712/assets/items/small/75086.jpg,,,,,,itemtemplate.vm,,product/furniture/chairs/inflatable-lounge-chair/bestway-75086-inflatable-lounge-chair-grey-translucent-75086/,Inflatable Lounge Chair,6942138970692,Shippable Product,0
add/edit,A031_019_02,AXI 3-Piece Picnic Set Round Grey white,"3-Piece Picnic Set Round Grey/white, 1.5+","Not only handy, but also very tasteful in your garden or interior: the 3-Piece Picnic Set Round Grey/white from AXI. This round wooden table and stools are extra sturdy and suitable for young and old. Both the table and stools can support a maximum weight of no less than 100 kg. The set is expandable with a 2-piece picnic set from AXI (A031.019.12), so that you or your children can sit together with even more friends or family. Because of the neutral grey/white tones, this set fits in almost any interior or can be used in one of the AXI playhouses. Suitable for children of 18 months and older.<br/><br/>The picnic set is made of FSC 100% Hemlock wood and also comes from sustainably managed forests and therefore also an environmentally conscious choice. This type of wood does not splinter and is naturally resistant to weather influences such as rain and therefore resistant to wood rot. The picnic set is also treated with a water-based stain, without chemicals. You do not have to treat the Picnic set before use, children can immediately play safely with it.",Yes,,72.0,70.0,08/04/2020,"AXI 3-Piece Picnic Set Round Grey/white. Seat type: Stool, Product colour: Grey,White, Table top shape: Round shape. Table width: 70 cm, Table depth: 70 cm, Table height: 48 cm. Package width: 755 mm, Package depth: 755 mm, Package height: 90 mm",,,,,,,,Product is Complete,Yes,No,Yes,0.0,lb,0.0,0.0,0.0,inch,0.0,AXI 3-Piece Picnic Set Round Grey/white,"AXI 3-Piece Picnic Set Round Grey/white, Stool, Grey,White, Round shape, Wood, 100 kg, Outdoor",AXI 3-Piece Picnic Set Round Grey white,,No,/20210219712/assets/items/largeimages/A031_019_02_1599037463730_A031_019_02.jpg,,,,,/20210219712/assets/items/images/A031_019_02_1599037463730_A031_019_02.jpg,,,,,/20210219712/assets/items/thumbnails/A031_019_02_1599037463730_A031_019_02.jpg,,,,,/20210219712/assets/items/small/A031_019_02_1599037463730_A031_019_02.jpg,,,,,,itemtemplate.vm,,product/furniture/dining/axi-3-piece-picnic-set-round-grey-white-a03101902/,Dining,8717973935384,Shippable Product,0
add/edit,A031_019_12,AXI 2-Piece Picnic Stool Set Round Grey white,"2-Piece Picnic Stool Set Round Grey/white, 1.5+","Not only handy, but also very tasteful in your garden or interior: this 2-piece Picnic Stool Set Round Grey/white from AXI. These round wooden stools are extra sturdy and suitable for young and old with a maximum weight of no less than 100 kg per stool. The stools can be perfectly combined with the 3-part picnic set from AXI (A031.019.02). Because of the neutral grey/white tones, the stools fit into almost any interior or can be used in one of the AXI playhouses. Suitable for children of 18 months and older.<br/><br/>The stools are made of FSC 100% Hemlock wood and also comes from sustainably managed forests and therefore also an environmentally conscious choice. This type of wood does not splinter and is naturally resistant to weather influences such as rain and therefore resistant to wood rot. The stools are also treated with a water-based stain, without chemicals. You do not have to treat them before use, children can immediately play safely with it.",Yes,,28.0,26.0,08/04/2020,"AXI 2-Piece Picnic Stool Set Round Grey/white. Seat type: Stool, Product colour: Grey,White, Material: Wood. Seating furniture width: 30 cm, Seating furniture depth: 30 cm, Seating furniture height: 30 cm. Package width: 740 mm, Package depth: 325 mm, Package height: 115 mm",,,,,,,,Product is Complete,Yes,No,Yes,0.0,lb,0.0,0.0,0.0,inch,0.0,AXI 2-Piece Picnic Stool Set Round Grey/white,"AXI 2-Piece Picnic Stool Set Round Grey/white, Stool, Grey,White, Wood, 100 kg, Outdoor, 1.5 yr(s)",AXI 2-Piece Picnic Stool Set Round Grey white,,No,/20210219712/assets/items/largeimages/A031_019_12_1599037412042_A031_019_12.jpg,,,,,/20210219712/assets/items/images/A031_019_12_1599037412042_A031_019_12.jpg,,,,,/20210219712/assets/items/thumbnails/A031_019_12_1599037412042_A031_019_12.jpg,,,,,/20210219712/assets/items/small/A031_019_12_1599037412042_A031_019_12.jpg,,,,,,itemtemplate.vm,,product/furniture/dining/axi-2-piece-picnic-stool-set-round-grey-white-a03101912/,Dining,8717973935377,Shippable Product,0
add/edit,ALFREDO-SOFA,Alfredo Sofa,Alfredo Sofa in Garnet Red Colour by CasaCraft,"<div><p>Casacraft offers the best in comfort with elan. The collections are a series of modern trendy designs, simple yet striking and represent the ideals of minimalism. The designs are a perfect blend of functionality and exceptional aesthetics. Each piece is crafted with passion and follows international standards on quality and style.</p></div>",Yes,,2990.0,2990.0,08/04/2020,,,,,,,,,Product is Complete,Yes,No,Yes,0.0,lb,0.0,0.0,0.0,inch,0.0,,,Alfredo Sofa,,No,/20210219712/assets/items/largeimages/ALFREDO-SOFA_1599037315136_alfredo-three-seater-sofa.jpg,,,,,/20210219712/assets/items/images/ALFREDO-SOFA_1599037315136_alfredo-three-seater-sofa.jpg,,,,,/20210219712/assets/items/thumbnails/ALFREDO-SOFA_1599037315136_alfredo-three-seater-sofa.jpg,,,,,/20210219712/assets/items/small/ALFREDO-SOFA_1599037315136_alfredo-three-seater-sofa.jpg,,,,,,itemtemplate.vm,,product/alfredo-sofa-alfredo-sofa/,Dining,295477040802,Shippable Product,0
add/edit,ARMCHAIR,SHELL ARMCHAIR,SHELL ARMCHAIR,Shell berjer symbolizes an extraordinary aesthetic style with its confident stance. It deserves to be the sole of an ultra comfortable sofa.,Yes,,250.0,250.0,28/04/2022,,,,,,,,,New Items,Yes,No,Yes,0.0,lb,0.0,0.0,0.0,inch,0.0,,,SHELL ARMCHAIR,,No,/20210219712/assets/items/largeimages/ARMCHAIR.jpg,,,,ARMCHAIR-2.jpg,/20180522154/assets/items/largeimages/AINNVJGIN2.jpg,,,,,/20180522154/assets/items/thumbnails/AINNVJGIN2.jpg,,,,,/20180522154/assets/items/small/AINNVJGIN2.jpg,,,,,,itemtemplate.vm,,product/collections/living-rooms/armchairs-single-seats/shell-armchair-ainnvjgin2/,Shop,420317705042810,Shippable Product,0
add/edit,BEDCOVERS-10,Yellow Cotton Single 300 TC Bed Cover,Yellow Cotton Single 300 TC Bed Cover,"<div><p>Traditional Style takes inspiration from indigenous arts and craft originating from the Indian sub-continent and certain style periods pertaining to the early Baroque and French eras. Traditional furniture is synonymous with artistic embellishments, contrasting inlays, plush fabrics, decorative trims, crown moldings and intricate details.</p></div>",Yes,,60.0,47.56,08/04/2020,,,,,,,,,Product is Complete,Yes,No,Yes,0.0,lb,0.0,0.0,0.0,inch,0.0,,,Yellow Cotton Single 300 TC Bed Cover,,No,/20210219712/assets/items/largeimages/BEDCOVERS-1.jpg,,,,,/20210219712/assets/items/images/BEDCOVERS-1.jpg,,,,,/20210219712/assets/items/thumbnails/BEDCOVERS-1.jpg,,,,,/20210219712/assets/items/small/BEDCOVERS-1.jpg,,,,,,itemtemplate.vm,,product/bedroom/bedding/bed-covers/yellow-cotton-single-300-tc-bed-cover-bedcovers-10/,,404321133042706,Shippable Product,0
add/edit,BEDCOVERS-20,Red Cotton Single 300 TC Bed Cover,Red Cotton Single 300 TC Bed Cover,"<div><p>Traditional Style takes inspiration from indigenous arts and craft originating from the Indian sub-continent and certain style periods pertaining to the early Baroque and French eras. Traditional furniture is synonymous with artistic embellishments, contrasting inlays, plush fabrics, decorative trims, crown moldings and intricate details.</p></div>",Yes,,60.0,48.82,08/04/2020,,,,,,,,,Product is Complete,Yes,No,Yes,0.0,lb,0.0,0.0,0.0,inch,0.0,,,Red Cotton Single 300 TC Bed Cover,,No,/20210219712/assets/items/largeimages/BEDCOVERS-2.jpg,,,,,/20210219712/assets/items/images/BEDCOVERS-2.jpg,,,,,/20210219712/assets/items/thumbnails/BEDCOVERS-2.jpg,,,,,/20210219712/assets/items/small/BEDCOVERS-2.jpg,,,,,,itemtemplate.vm,,product/bedroom/bedding/bed-covers/red-cotton-single-300-tc-bed-cover-bedcovers-20/,,404321134042706,Shippable Product,0
add/edit,BEDCOVERS-30,Brown Cotton Single 300 TC Bed Cover,Brown Cotton Single 300 TC Bed Cover,"<div><p>Traditional Style takes inspiration from indigenous arts and craft originating from the Indian sub-continent and certain style periods pertaining to the early Baroque and French eras. Traditional furniture is synonymous with artistic embellishments, contrasting inlays, plush fabrics, decorative trims, crown moldings and intricate details.</p></div>",Yes,,60.0,45.55,08/04/2020,,,,,,,,,Product is Complete,Yes,No,Yes,0.0,lb,0.0,0.0,0.0,inch,0.0,,,Brown Cotton Single 300 TC Bed Cover,,No,/20210219712/assets/items/largeimages/BEDCOVERS-3.jpg,,,,,/20210219712/assets/items/images/BEDCOVERS-3.jpg,,,,,/20210219712/assets/items/thumbnails/BEDCOVERS-3.jpg,,,,,/20210219712/assets/items/small/BEDCOVERS-3.jpg,,,,,,itemtemplate.vm,,product/bedroom/bedding/bed-covers/brown-cotton-single-300-tc-bed-cover-bedcovers-30/,,404321135042706,Shippable Product,0
add/edit,BEDCOVERS-40,Brown Cotton Single 300 TC Bed Cover,Brown Cotton Single 300 TC Bed Cover,"<div><p>Traditional Style takes inspiration from indigenous arts and craft originating from the Indian sub-continent and certain style periods pertaining to the early Baroque and French eras. Traditional furniture is synonymous with artistic embellishments, contrasting inlays, plush fabrics, decorative trims, crown moldings and intricate details.</p></div>",Yes,,60.0,42.22,08/04/2020,,,,,,,,,Product is Complete,Yes,No,Yes,0.0,lb,0.0,0.0,0.0,inch,0.0,,,Brown Cotton Single 300 TC Bed Cover,,No,/20210219712/assets/items/largeimages/BEDCOVERS-4.jpg,,,,,/20210219712/assets/items/images/BEDCOVERS-4.jpg,,,,,/20210219712/assets/items/thumbnails/BEDCOVERS-4.jpg,,,,,/20210219712/assets/items/small/BEDCOVERS-4.jpg,,,,,,itemtemplate.vm,,product/bedroom/bedding/bed-covers/brown-cotton-single-300-tc-bed-cover-bedcovers-40/,,404321136042706,Shippable Product,0
add/edit,BEDCOVERS-50,Cotton 240 TC Single Bed Cover,Cotton 240 TC Single Bed Cover,"<div><p>Traditional Style takes inspiration from indigenous arts and craft originating from the Indian sub-continent and certain style periods pertaining to the early Baroque and French eras. Traditional furniture is synonymous with artistic embellishments, contrasting inlays, plush fabrics, decorative trims, crown moldings and intricate details.</p></div>",Yes,,60.0,41.5,08/04/2020,,,,,,,,,Product is Complete,Yes,No,Yes,0.0,lb,0.0,0.0,0.0,inch,0.0,,,Cotton 240 TC Single Bed Cover,,No,/20210219712/assets/items/largeimages/BEDCOVERS-5.jpg,,,,,/20210219712/assets/items/images/BEDCOVERS-5.jpg,,,,,/20210219712/assets/items/thumbnails/BEDCOVERS-5.jpg,,,,,/20210219712/assets/items/small/BEDCOVERS-5.jpg,,,,,,itemtemplate.vm,,product/bedroom/bedding/bed-covers/cotton-240-tc-single-bed-cover-bedcovers-50/,,404321137042706,Shippable Product,0
add/edit,BEDSHEET-10,Sparkle Cotton 144 TC Single Bedsheet,Sparkle Cotton 144 TC Single Bedsheet,"<div><p><img src=""store/$vendorSettingsDTO.vendorId/assets/items/images/D52033.jpg"" alt=""Text"" width=""400"" height=""311"" />Traditional Style takes inspiration from indigenous arts and craft originating from the Indian sub-continent and certain style periods pertaining to the early Baroque and French eras. Traditional furniture is synonymous with artistic embellishments, contrasting inlays, plush fabrics, decorative trims, crown moldings and intricate details.</p><p style=""padding-left: 40px;""><img style=""display: block; margin-left: auto; margin-right: auto;"" src=""store/$vendorSettingsDTO.vendorId/assets/items/images/D52033.jpg"" alt="""" /></p><p>&nbsp;</p></div>",Yes,,50.0,80.0,08/04/2020,,,,,,,,,Product is Complete,Yes,No,Yes,0.0,lb,0.0,0.0,0.0,inch,0.0,,,Sparkle Cotton 144 TC Single Bedsheet,,No,/20210219712/assets/items/largeimages/BEDSHEET-1.jpg,,,,,/20210219712/assets/items/images/BEDSHEET-1.jpg,,,,,/20210219712/assets/items/thumbnails/BEDSHEET-1.jpg,,,,,/20210219712/assets/items/small/BEDSHEET-1.jpg,,,,,,itemtemplate.vm,,product/bedroom/bedding/bed-sheets/sparkle-cotton-144-tc-single-bedsheet-bedsheet-10/,Bed Sheets,404321138042706,Shippable Product,0
add/edit,BEDSHEET-20,Cotton 180TC Single Bedsheet,Cotton 180TC Single Bedsheet,"<div><p>Traditional Style takes inspiration from indigenous arts and craft originating from the Indian sub-continent and certain style periods pertaining to the early Baroque and French eras. Traditional furniture is synonymous with artistic embellishments, contrasting inlays, plush fabrics, decorative trims, crown moldings and intricate details.</p></div>",Yes,,60.0,24.99,08/04/2020,,,,,,,,,Product is Complete,Yes,No,Yes,0.0,lb,0.0,0.0,0.0,inch,0.0,,,Cotton 180TC Single Bedsheet,,No,/20210219712/assets/items/largeimages/BEDSHEET-2.jpg,,,,,/20210219712/assets/items/images/BEDSHEET-2.jpg,,,,,/20210219712/assets/items/thumbnails/BEDSHEET-2.jpg,,,,,/20210219712/assets/items/small/BEDSHEET-2.jpg,,,,,,itemtemplate.vm,,product/bedroom/bedding/bed-sheets/cotton-180tc-single-bedsheet-bedsheet-20/,Bed Sheets,404321139042706,Shippable Product,0
add/edit,BEDSHEET-30,Cotton 210TC Single Bedsheet,Cotton 210TC Single Bedsheet,"<div><p>Traditional Style takes inspiration from indigenous arts and craft originating from the Indian sub-continent and certain style periods pertaining to the early Baroque and French eras. Traditional furniture is synonymous with artistic embellishments, contrasting inlays, plush fabrics, decorative trims, crown moldings and intricate details.</p></div>",Yes,,50.0,49.97,08/04/2020,,,,,,,,,Product is Complete,Yes,No,Yes,0.0,lb,0.0,0.0,0.0,inch,0.0,,,Cotton 210TC Single Bedsheet,,No,/20210219712/assets/items/largeimages/BEDSHEET-3.jpg,,,,,/20210219712/assets/items/images/BEDSHEET-3.jpg,,,,,/20210219712/assets/items/thumbnails/BEDSHEET-3.jpg,,,,,/20210219712/assets/items/small/BEDSHEET-3.jpg,,,,,,itemtemplate.vm,,product/bedroom/bedding/bed-sheets/cotton-210tc-single-bedsheet-bedsheet-30/,Bed Sheets,404321140042706,Shippable Product,0
add/edit,BEDSHEET-40,Cotton 210TC Single Bedsheet,Cotton 210TC Single Bedsheet,"<div><p>Traditional Style takes inspiration from indigenous arts and craft originating from the Indian sub-continent and certain style periods pertaining to the early Baroque and French eras. Traditional furniture is synonymous with artistic embellishments, contrasting inlays, plush fabrics, decorative trims, crown moldings and intricate details.</p></div>",Yes,,50.0,18.0,08/04/2020,,,,,,,,,Product is Complete,Yes,No,Yes,0.0,lb,0.0,0.0,0.0,inch,0.0,,,Cotton 210TC Single Bedsheet,,No,/20210219712/assets/items/largeimages/BEDSHEET-4.jpg,,,,,/20210219712/assets/items/images/BEDSHEET-4.jpg,,,,,/20210219712/assets/items/thumbnails/BEDSHEET-4.jpg,,,,,/20210219712/assets/items/small/BEDSHEET-4.jpg,,,,,,itemtemplate.vm,,product/bedroom/bedding/bed-sheets/cotton-210tc-single-bedsheet-bedsheet-40/,Bed Sheets,404321141042706,Shippable Product,0
